id1,id2
414,45843
415,38031
416,35462
417,42481
418,36754
419,49724
420,50599
421,50752
422,35953
423,35719
424,31608
425,38760
426,49370
427,41211
428,36989
429,34526
430,43590
431,31883
432,47969
433,39416
434,40804
435,33835
436,29647
437,45250
438,29656
439,47691
440,33708
441,32616
442,32627
443,45468
444,50309
445,33480
447,31523
448,28182
449,36966
450,27784
451,36302
452,28991
453,34208
454,44171
455,33921
456,47274
458,37920
459,32257
460,35052
461,29301
462,31560
463,33922
465,38434
467,48714
468,41672
469,39693
470,46273
471,29295
472,32909
473,49077
474,37323
475,44489
476,27667
477,29484
479,43525
480,43233
481,33508
482,35551
483,34472
486,28397
487,29580
488,39577
489,49479
490,44804
492,36013
493,36874
494,41727
495,36985
496,44750
497,28344
498,44759
499,32085
500,40574
501,37172
502,34959
503,39217
505,49528
506,48098
507,49805
508,47287
509,37278
511,34427
512,41000
513,40198
514,44268
516,35272
518,41241
519,49886
520,28800
521,40066
522,35244
523,42398
524,27919
525,39972
526,32193
527,43608
528,28179
529,36190
530,34462
531,31458
532,46374
533,32307
534,42799
537,28115
539,41200
540,49353
541,28239
542,50075
543,33814
544,35226
545,48902
547,49177
548,47727
549,29277
550,43796
551,38311
552,40444
553,36785
554,44193
555,38820
556,35220
557,30437
558,40621
559,29895
560,38746
561,39526
562,43455
563,39420
564,50736
566,41937
567,30958
568,40837
569,33622
570,43564
571,45307
572,50753
573,39009
574,40717
576,42565
577,47585
578,48051
579,38510
580,45903
581,46398
584,38829
585,36944
586,40529
587,42168
588,29139
589,44060
590,37456
591,33618
593,28634
594,40424
595,48786
596,34922
598,29049
600,35605
601,29485
602,27726
603,36830
605,36214
606,33881
607,49946
608,34664
610,50203
612,45277
613,34019
614,38442
615,50632
616,50283
618,40545
619,41001
620,34739
621,31900
622,32073
623,40088
624,45712
626,38361
627,46344
628,40363
629,30455
630,42960
631,31258
632,35032
633,28351
634,34781
635,48332
636,33240
637,44341
639,33579
640,36926
641,30526
644,28905
645,33568
646,30576
648,37408
650,42818
651,48633
652,38344
653,49620
655,30672
656,46805
657,29701
660,41852
664,37291
666,43345
667,36158
669,30565
670,34678
671,34039
672,49028
673,38673
675,40331
676,34125
677,37301
678,42484
679,45539
680,28523
681,29471
682,37391
683,47004
684,35543
685,28130
687,36599
689,45992
690,32433
692,46887
693,32870
694,43692
695,34042
696,36354
697,48293
698,41149
699,49376
700,49501
704,44492
705,29931
706,43920
708,40245
709,40846
710,31191
711,39644
712,45189
713,29838
714,46113
715,46999
716,47434
717,39013
718,50334
719,46329
720,47251
721,48356
723,47243
724,29197
725,45966
726,46218
727,48052
728,36915
729,37535
730,45079
733,31659
734,47529
735,47472
736,42046
737,48605
738,49518
739,46176
740,33030
741,37949
742,47161
745,40329
746,45698
747,50647
749,35044
750,33097
751,45348
752,34896
753,40948
754,50237
755,31099
756,40828
757,35890
758,41876
759,36793
760,31400
761,32544
762,42907
763,47194
764,47750
765,28371
766,27838
767,33183
768,45623
769,29282
770,30311
771,29468
772,48489
773,42147
774,48766
775,48794
776,45059
777,34980
778,33095
779,29427
780,44900
781,40815
782,39178
783,39027
785,39100
786,30700
787,44258
788,28545
789,31003
792,33725
793,50751
795,46072
796,31182
797,33565
799,37191
800,33646
801,41550
802,33461
803,47432
804,33042
806,50212
807,44046
809,33763
810,37900
811,42540
812,35689
813,30051
814,46073
815,40775
816,36664
817,45279
818,49504
819,35278
821,33809
823,35837
824,49217
825,30415
826,47581
827,39541
828,29791
829,36893
830,42239
831,33401
832,28409
834,44814
835,38385
836,36788
837,46711
839,33772
840,47997
841,50565
843,41545
844,31712
845,36237
847,47323
848,28425
849,47853
850,49526
851,32942
852,45057
853,28030
854,47539
855,35138
856,45486
857,28200
858,47659
859,42101
860,48775
861,37966
862,43490
863,48916
864,40388
865,38335
866,46898
868,38785
869,30821
870,50013
871,48606
872,41012
874,50465
875,30107
876,33155
877,43953
878,38765
879,36443
880,39337
881,40892
882,49635
883,36123
884,37992
885,36336
886,28460
887,49128
889,46240
890,31748
891,27926
892,38895
893,47519
896,41954
897,38042
898,36828
899,41338
901,45605
903,42712
904,48299
905,37712
906,48370
907,50542
908,38762
909,28020
910,36716
912,48114
913,44565
915,39990
916,47789
918,50284
919,34768
920,31699
923,46754
924,29522
925,37720
926,39001
927,36201
928,39840
929,33597
932,42953
933,30891
934,30214
935,42606
936,34696
938,29737
939,44124
941,41573
944,44807
945,28647
946,44831
947,27898
948,31782
949,44679
950,35223
951,37567
952,43710
953,48351
955,37444
956,30178
957,44420
958,49718
959,31501
960,33028
961,33865
962,43343
963,45362
964,42676
965,37683
966,43572
968,37587
970,37690
971,45738
972,50518
973,42369
974,42634
975,32461
976,41539
977,35951
978,38917
980,31254
981,39672
982,33628
983,27735
984,37341
985,39113
986,41607
987,41331
988,35442
989,45831
990,34415
992,33092
995,30402
996,34358
997,39568
998,33493
1000,31112
1001,31082
1002,33195
1003,47808
1004,50187
1005,38373
1006,40827
1008,37122
1009,37715
1010,32726
1011,35949
1012,41955
1013,49706
1014,36010
1016,45472
1017,37251
1019,35506
1020,31281
1021,34314
1022,37916
1023,35529
1025,42931
1026,49083
1028,38241
1030,48804
1031,27747
1032,45702
1033,45259
1034,43671
1036,45150
1038,41032
1039,44980
1040,28513
1041,31879
1042,49672
1043,34895
1045,42402
1047,37067
1049,48144
1050,47266
1051,39411
1052,41019
1053,49187
1057,32147
1058,50391
1059,35564
1060,46271
1062,41694
1064,48316
1065,30876
1066,34698
1067,43021
1068,37110
1069,43423
1070,35968
1071,47087
1074,30833
1075,45214
1076,44197
1077,41943
1078,42947
1079,40762
1080,48153
1081,38159
1082,49669
1083,46048
1085,38321
1086,47238
1087,36503
1088,33665
1089,37799
1090,50721
1092,30496
1094,42923
1095,31160
1097,35124
1098,27805
1099,40877
1100,33590
1101,47370
1102,48321
1103,45807
1104,35591
1105,49161
1106,32007
1107,36667
1108,42561
1109,45642
1110,46232
1111,38400
1112,30939
1113,43699
1114,31766
1115,49014
1116,43843
1117,39464
1118,40926
1119,28541
1120,28503
1121,39259
1122,39778
1123,40083
1126,40372
1127,34865
1128,41732
1129,43906
1130,46037
1131,49167
1132,40116
1134,48934
1135,32494
1136,41731
1137,32810
1138,40558
1139,49555
1140,41809
1142,41888
1144,46012
1146,29962
1147,44388
1148,47474
1149,44499
1150,38505
1152,47776
1153,49785
1155,36680
1156,33572
1157,31844
1158,36150
1159,48785
1160,47893
1161,50554
1162,39042
1163,28495
1164,42171
1165,45280
1168,46548
1169,31465
1170,49911
1171,33602
1172,36881
1173,29772
1174,37330
1175,38367
1176,29043
1177,35762
1178,38218
1179,37796
1180,44941
1181,39588
1182,34534
1183,31708
1184,35464
1185,49578
1186,47298
1188,46154
1190,40528
1191,42195
1192,49610
1193,43779
1194,36055
1195,32405
1196,31569
1197,34346
1198,34533
1199,33063
1200,49520
1201,33695
1203,41156
1204,46893
1205,44786
1207,48807
1208,33412
1209,35350
1210,49850
1211,42399
1212,33846
1213,28936
1214,37559
1215,32907
1216,33850
1218,40299
1219,37141
1220,31251
1221,38258
1222,43616
1223,32787
1225,37884
1226,38949
1227,38455
1228,31986
1230,46682
1231,34558
1232,35235
1233,48244
1234,40389
1237,46137
1238,34470
1239,38617
1240,30510
1241,34414
1242,39968
1244,30732
1245,42649
1246,29239
1247,42596
1248,44887
1250,45093
1252,43486
1253,40472
1254,36598
1255,38930
1256,46121
1258,37299
1259,30085
1260,30535
1261,43545
1262,46426
1263,31845
1264,48707
1265,49890
1266,43770
1267,35365
1268,42067
1269,40681
1272,41952
1273,41754
1274,34559
1275,44682
1276,41194
1278,44885
1280,36266
1284,48614
1285,33402
1286,41130
1287,40448
1288,38711
1290,45797
1291,34906
1292,50052
1293,45095
1294,30140
1295,37998
1296,45229
1298,36992
1299,42190
1301,35170
1302,42567
1303,40031
1304,28558
1305,33816
1306,40111
1307,49288
1308,34609
1309,32077
1310,32432
1311,32750
1312,50569
1313,36922
1314,34523
1315,48205
1316,33520
1317,46825
1318,35230
1319,40962
1320,35325
1321,30708
1322,34388
1323,32266
1324,45648
1325,41056
1326,43778
1327,32915
1328,41185
1329,40383
1330,36608
1331,35047
1332,42707
1335,29657
1336,41449
1337,31169
1338,42379
1339,47794
1340,38453
1341,32643
1342,48587
1343,39037
1344,32753
1345,28026
1346,37782
1347,44604
1348,39496
1349,36982
1350,44384
1351,48900
1352,31295
1354,28597
1357,40359
1358,27745
1359,49921
1360,49019
1362,30650
1363,49215
1364,31268
1365,41744
1366,48220
1368,39792
1369,38878
1370,47310
1372,47544
1374,48615
1376,45590
1377,38782
1379,49390
1380,31069
1381,28357
1382,45595
1383,47872
1384,50327
1385,49433
1386,28234
1387,47724
1388,30459
1389,30286
1391,31151
1392,43077
1393,30381
1394,33124
1395,36534
1396,30010
1397,49984
1398,34182
1399,38053
1400,28075
1402,33069
1405,43836
1406,34257
1407,36987
1408,40920
1409,32541
1410,43674
1411,44495
1412,44985
1413,33284
1414,35336
1415,30820
1417,40569
1418,32700
1419,46774
1420,47336
1421,35285
1424,32509
1425,34290
1426,40922
1427,37505
1428,33948
1430,33673
1431,49040
1432,28079
1433,33702
1434,37876
1437,35147
1438,32963
1439,36571
1440,48578
1442,35596
1443,33464
1444,29200
1446,28891
1448,36342
1449,47211
1450,35634
1451,49996
1452,35752
1453,28654
1454,39244
1456,29963
1458,50173
1460,37404
1461,31866
1462,30165
1463,40248
1464,33488
1466,33752
1467,35706
1468,44159
1469,30527
1470,39805
1471,33489
1472,50322
1473,48245
1474,37956
1475,29699
1476,37046
1477,36959
1478,48159
1479,38671
1480,29517
1481,49079
1482,47569
1483,48214
1484,36949
1485,28416
1486,32496
1487,44923
1488,34627
1489,32597
1490,45382
1491,29264
1492,45808
1495,41576
1496,41354
1497,32730
1498,27801
1499,37192
1500,31098
1501,43683
1502,30992
1503,33081
1504,37305
1505,45988
1506,45177
1509,28631
1510,42013
1511,37324
1512,38449
1513,43422
1514,43051
1515,46213
1516,43100
1520,40176
1521,43936
1522,36473
1523,45663
1524,40944
1525,28512
1526,39788
1527,28061
1528,43052
1529,33982
1530,31544
1532,45116
1534,49106
1535,41190
1536,39242
1538,44732
1539,44068
1540,38994
1542,45880
1544,47180
1546,50373
1547,37942
1548,30585
1549,43670
1550,29676
1551,50762
1554,47046
1555,50537
1556,35254
1557,43808
1558,36633
1560,35905
1561,44933
1562,37658
1563,45470
1564,43566
1566,47359
1567,37075
1568,31869
1570,37430
1571,35814
1572,38115
1573,41714
1574,28706
1575,46573
1576,45568
1577,32775
1578,40820
1579,42076
1581,44401
1582,36120
1585,46961
1587,28498
1588,47025
1589,33844
1590,42012
1591,34124
1592,43039
1593,40488
1595,29104
1596,28874
1599,43203
1600,45098
1601,31225
1603,45877
1604,31103
1605,38830
1606,38783
1607,46201
1608,38670
1609,39021
1610,36751
1611,47520
1612,31711
1613,37266
1614,38488
1615,43012
1616,33528
1617,40642
1619,45894
1620,39592
1621,44371
1622,40044
1624,50186
1625,28421
1626,46427
1627,29898
1631,49835
1632,39862
1633,28771
1634,41122
1635,47690
1636,42206
1637,31916
1639,45786
1640,30489
1642,43170
1643,44601
1644,45294
1645,46951
1647,31292
1648,38017
1649,42687
1650,50361
1653,36411
1654,49806
1655,45451
1656,32622
1657,40021
1658,39544
1659,28930
1661,27654
1662,32188
1664,33090
1665,35295
1669,38507
1671,39686
1673,28150
1674,31880
1675,41117
1676,30968
1677,49897
1679,42099
1680,40724
1681,40314
1683,43783
1685,28828
1686,33707
1687,38866
1688,42832
1689,39144
1691,45856
1692,29885
1693,30757
1695,31480
1697,34231
1698,41302
1699,39850
1700,39048
1701,47762
1702,28284
1704,29762
1705,37767
1706,48694
1708,41667
1709,39506
1710,42102
1711,34790
1712,48137
1713,44019
1714,40081
1715,38899
1717,30550
1718,28157
1719,33203
1722,29593
1723,47778
1724,32595
1725,39471
1727,34479
1728,37042
1729,39708
1730,29174
1732,32075
1733,30263
1735,27741
1736,37288
1737,46215
1739,38262
1740,42158
1742,42911
1743,46115
1744,35455
1745,28526
1746,28757
1747,39490
1748,39002
1749,47957
1750,50244
1751,40200
1752,50539
1753,38374
1754,28621
1755,38710
1756,49043
1757,40671
1758,32773
1759,34997
1760,31312
1761,37181
1762,34871
1763,46363
1764,39102
1765,28609
1766,37588
1767,44391
1768,38030
1769,41758
1771,40675
1772,47124
1773,46431
1774,37314
1776,46628
1777,32366
1778,33767
1779,28969
1780,38593
1781,33374
1782,46357
1784,30948
1785,47878
1786,32095
1787,49011
1789,46697
1790,31719
1791,33693
1792,30854
1793,47628
1796,31522
1797,30810
1798,34005
1799,28300
1800,49659
1801,45119
1802,40285
1803,30530
1804,45166
1806,42352
1807,35148
1808,44964
1809,41267
1810,32372
1811,28453
1812,34808
1814,44100
1816,31483
1817,35026
1818,46056
1820,35206
1821,40561
1822,48180
1823,42932
1824,49840
1825,46102
1826,50526
1827,37111
1828,36601
1829,50354
1830,48603
1831,39741
1832,49491
1834,50377
1835,47147
1836,37631
1837,33130
1838,45729
1841,48947
1843,32719
1845,27943
1846,30934
1847,34900
1848,35016
1850,27791
1851,28581
1853,42296
1854,33119
1855,28568
1856,37282
1857,27900
1858,41804
1859,27837
1860,42563
1861,46780
1862,48545
1863,36338
1864,32936
1865,33648
1866,40317
1867,44395
1868,37210
1869,32722
1870,37737
1871,46968
1872,37083
1873,31778
1874,42532
1877,30343
1878,40822
1879,50631
1880,46375
1881,47927
1882,38890
1883,36800
1884,41478
1885,35683
1886,28604
1887,45206
1889,32867
1891,36031
1892,30092
1893,43067
1894,48705
1895,31053
1896,36259
1897,46677
1898,41589
1899,38530
1900,48842
1902,44081
1903,40912
1904,50076
1906,44085
1907,32525
1909,36776
1910,38229
1911,40778
1913,45076
1914,43784
1915,45464
1916,44879
1918,34436
1920,48344
1921,31820
1922,31710
1923,38181
1924,45400
1926,35337
1927,31834
1928,45813
1929,43530
1930,36387
1933,29868
1934,36448
1935,31837
1936,33326
1937,41195
1938,43011
1939,33777
1940,34343
1942,40923
1943,28796
1944,34590
1945,35327
1946,40480
1947,46605
1948,37165
1949,29716
1950,34883
1953,32808
1954,44773
1955,34570
1956,42757
1957,39614
1958,28560
1959,36556
1960,31878
1961,41537
1962,27711
1965,30684
1967,46897
1968,34673
1970,50308
1972,42666
1973,39285
1974,32993
1975,36579
1977,30877
1978,31118
1979,43228
1980,41989
1981,35524
1982,40783
1983,35265
1984,32392
1985,33954
1987,49061
1988,29036
1990,39817
1992,28945
1993,41622
1994,49719
1995,39282
1996,37047
1997,30539
1998,43185
1999,32682
2001,32467
2002,46312
2003,43876
2004,35156
2005,31635
2006,32032
2007,33258
2008,36217
2009,33288
2011,29305
2013,49224
2014,36777
2015,38194
2016,31932
2017,38070
2019,29274
2020,47060
2021,38599
2022,38498
2023,49017
2024,32918
2026,40061
2027,48738
2029,35377
2031,42167
2033,49583
2034,49893
2035,32428
2036,36566
2038,40840
2039,50032
2040,31682
2041,42640
2042,36375
2043,47169
2044,31554
2045,36260
2046,39934
2047,49752
2048,28272
2049,38263
2050,32811
2051,48871
2052,32802
2053,50346
2054,29521
2055,42750
2056,39321
2057,48483
2058,44643
2059,34581
2060,44150
2061,41358
2062,49869
2063,27622
2066,29008
2067,42773
2068,33262
2069,48801
2070,49734
2071,38837
2072,38970
2073,46845
2074,34820
2075,34443
2077,32376
2078,50178
2080,39871
2081,44671
2082,33636
2083,40518
2084,48834
2086,27979
2087,38118
2088,45114
2089,37634
2090,41463
2091,32042
2092,33492
2093,40803
2094,29402
2095,37823
2097,34107
2099,42755
2100,44792
2101,44882
2102,47372
2103,44834
2104,42597
2105,34505
2106,47914
2107,35656
2108,44435
2109,36766
2110,40091
2111,43850
2112,36542
2113,50637
2114,41794
2115,42435
2116,46942
2118,44849
2120,40355
2121,45979
2122,28302
2123,34313
2124,47053
2125,50609
2126,27893
2127,37552
2128,48122
2129,47465
2130,29951
2132,42945
2133,28118
2135,29287
2137,49749
2138,31585
2139,33601
2141,29320
2142,28353
2143,39573
2144,50686
2145,47984
2146,37564
2147,28404
2150,31914
2151,44235
2152,47076
2154,47448
2155,38515
2156,41038
2157,46272
2158,42653
2159,47044
2160,39040
2161,49580
2162,47965
2164,36141
2165,38683
2168,35628
2169,40244
2170,44691
2171,38979
2172,43679
2173,44052
2174,42097
2175,42288
2176,33981
2177,38563
2178,30452
2179,36328
2180,36834
2181,30532
2182,50766
2183,30227
2184,45336
2185,35014
2186,50088
2187,35126
2189,29883
2193,44688
2194,27688
2195,33001
2196,43472
2197,31111
2198,31107
2199,34411
2201,46757
2202,45728
2203,44036
2204,46986
2206,41629
2207,43655
2208,49867
2209,32409
2210,29968
2211,31573
2213,44172
2214,38650
2215,28557
2216,35470
2217,50048
2218,47221
2219,28285
2220,49122
2221,34027
2222,27931
2224,49823
2225,35007
2227,31828
2228,48207
2229,27630
2230,34869
2231,39609
2233,39705
2234,30505
2235,35258
2236,28122
2237,30533
2238,41483
2239,35496
2240,33117
2241,41578
2244,30713
2245,37218
2246,42002
2248,32048
2249,44253
2250,45886
2251,43845
2252,39302
2253,41638
2255,30998
2256,33449
2257,29708
2258,45306
2259,50515
2260,47208
2262,48482
2263,37881
2264,45370
2266,42138
2269,27796
2270,35177
2271,40888
2273,47660
2276,40844
2278,45972
2279,32418
2280,34474
2281,31410
2284,35342
2285,29908
2287,40051
2288,34567
2289,32396
2290,46537
2291,40059
2292,45915
2293,38794
2294,48969
2295,38081
2296,48504
2297,45417
2299,41229
2300,27751
2301,37246
2302,42731
2303,35744
2306,32245
2307,50270
2308,33136
2309,45547
2311,42191
2312,30590
2313,30193
2314,42292
2316,45543
2317,37571
2318,46846
2320,49308
2321,43060
2322,35937
2323,44585
2324,34320
2325,27697
2326,28783
2327,33242
2328,38758
2329,31172
2330,31054
2331,46907
2333,35082
2334,36644
2335,42796
2336,38267
2337,47616
2338,35720
2339,41481
2340,37977
2341,31791
2342,46017
2343,33551
2344,38798
2345,41661
2346,44935
2347,28093
2348,41022
2349,29446
2350,49448
2352,27829
2353,40985
2354,32071
2355,39138
2356,32471
2357,29536
2359,50500
2360,42089
2361,29214
2362,42418
2365,34515
2366,30199
2367,30052
2368,43267
2369,31794
2370,44498
2371,31942
2372,27994
2373,32890
2374,42521
2376,32086
2378,50553
2379,34764
2380,44037
2381,30996
2382,45325
2383,41709
2384,41080
2385,45123
2386,44408
2387,38742
2388,42274
2389,41961
2390,47496
2392,48771
2394,44030
2395,37128
2396,31290
2397,34003
2398,40933
2399,50335
2400,28538
2401,46071
2404,47973
2405,38555
2406,48647
2407,35110
2408,49773
2409,50570
2410,35566
2411,47013
2412,41904
2413,32965
2414,40540
2415,43907
2416,29932
2417,36417
2418,41763
2420,40689
2421,32804
2422,38227
2423,31730
2424,27826
2425,48045
2426,29362
2427,50447
2428,45479
2430,44922
2431,35722
2432,47347
2433,39556
2434,32323
2436,36050
2437,35582
2438,43748
2440,45316
2441,41108
2442,34068
2446,31484
2448,30138
2449,45218
2450,38958
2451,46939
2452,43536
2453,44718
2454,30974
2456,46502
2458,38674
2459,47563
2460,36908
2461,33530
2462,43477
2464,42785
2465,29333
2466,40596
2467,28684
2468,46832
2469,29147
2470,45695
2471,33768
2472,45678
2473,49715
2474,49797
2475,35203
2476,34059
2477,50607
2478,50432
2479,29982
2480,44387
2481,43111
2482,49516
2483,43717
2484,34977
2485,47745
2486,29905
2487,34628
2492,48617
2494,36160
2495,33261
2496,48815
2497,29372
2498,42497
2499,48524
2500,49102
2501,43965
2502,31553
2503,32415
2504,35077
2505,44607
2506,50692
2507,28865
2508,38242
2509,38478
2510,45537
2511,43220
2513,35449
2514,34115
2515,28431
2516,48323
2517,33696
2519,41792
2521,43727
2522,29044
2524,31097
2526,46753
2527,30008
2528,29328
2529,38554
2530,39158
2531,50527
2533,38416
2534,33352
2535,31835
2536,27894
2537,41397
2539,44962
2540,30643
2541,39641
2542,36719
2544,42293
2545,31769
2546,31669
2547,41128
2548,43295
2549,48021
2550,31033
2551,48777
2553,36380
2554,42043
2556,34826
2558,42974
2559,41701
2560,37548
2561,29268
2562,43825
2563,31526
2564,33573
2566,50489
2567,42863
2569,28575
2570,31563
2571,40265
2572,32511
2573,40795
2574,42150
2575,44035
2576,43266
2577,50389
2578,45735
2580,27941
2581,27810
2582,33888
2583,39094
2584,36320
2585,29407
2586,32824
2587,47019
2588,38923
2589,30583
2590,50005
2591,34195
2593,46345
2594,42700
2595,43726
2596,37369
2597,49899
2598,36507
2599,40492
2600,32234
2601,34252
2602,32037
2603,38560
2604,34597
2606,29619
2607,48698
2608,46858
2610,50668
2611,36135
2612,37670
2613,47355
2614,31746
2616,45386
2617,36634
2618,50238
2619,27871
2620,42523
2621,38514
2622,41456
2623,34298
2624,32520
2626,31884
2627,37225
2628,33541
2630,49601
2631,34665
2632,38486
2633,32035
2634,41322
2635,48036
2637,31604
2638,41396
2639,37360
2640,48438
2641,36730
2642,29568
2643,31015
2644,45921
2646,28009
2647,48512
2648,42823
2649,37231
2650,37215
2652,40420
2653,43812
2654,39290
2655,39583
2656,40961
2657,48844
2658,48264
2660,32302
2661,45557
2662,40868
2664,42793
2665,48670
2666,43665
2667,37100
2668,44533
2669,32174
2670,33711
2671,38282
2672,30151
2673,49530
2674,42952
2676,34806
2677,28795
2678,37389
2680,39453
2681,42837
2683,36999
2685,36861
2687,33448
2688,41704
2689,31503
2690,37924
2691,48424
2692,32364
2697,41408
2698,34062
2699,46429
2700,35492
2701,29258
2702,42696
2704,48618
2705,31181
2708,47314
2709,49884
2710,43340
2711,31724
2712,49004
2713,30408
2714,30499
2715,39992
2716,33836
2717,43413
2718,39347
2719,41599
2720,36564
2721,27930
2722,36087
2723,50598
2724,33658
2725,28620
2726,48853
2727,33126
2728,33642
2731,30065
2732,29069
2733,47436
2734,35280
2736,29323
2737,31768
2739,34336
2741,40610
2742,46967
2744,36286
2745,50774
2746,45645
2747,29546
2748,37244
2749,36256
2750,38967
2751,31721
2752,29502
2753,37746
2754,45021
2757,34242
2758,34478
2759,42880
2760,47467
2761,43558
2762,31865
2763,50243
2765,41187
2766,29650
2767,28394
2768,47631
2769,45562
2770,50684
2771,34121
2772,31236
2773,41960
2774,31027
2775,41815
2776,40460
2777,31636
2778,35926
2779,43044
2780,41455
2781,29774
2783,50059
2784,46236
2785,30321
2786,33157
2787,38214
2788,43300
2789,38819
2790,38943
2791,46186
2792,50499
2793,48632
2794,39439
2795,35419
2796,36746
2797,27848
2798,34032
2799,45847
2800,39267
2801,47955
2802,48641
2803,34832
2804,36890
2805,38796
2806,41753
2807,41330
2809,49843
2810,48405
2812,47587
2814,33592
2815,45263
2816,31331
2818,49692
2819,33158
2821,47009
2822,42465
2823,36603
2824,41257
2825,44045
2827,40694
2828,47054
2829,47784
2831,27959
2833,33073
2834,44096
2835,40374
2836,33559
2837,40063
2838,41320
2839,35250
2841,36661
2842,27692
2843,38935
2844,39977
2846,29173
2847,35979
2848,42215
2849,35174
2850,50130
2851,44850
2852,39945
2853,43855
2854,34549
2856,42203
2857,48106
2858,50528
2859,33328
2860,42805
2861,37388
2862,49652
2863,44702
2864,40781
2865,30756
2866,33021
2867,47787
2868,30466
2870,41858
2871,31915
2872,29797
2873,48091
2874,32959
2875,49409
2876,47876
2877,33977
2878,38157
2879,50280
2880,38973
2881,31640
2883,41611
2884,35974
2885,36813
2886,50456
2887,39438
2888,46183
2889,34136
2890,32928
2891,48094
2892,46731
2893,30624
2895,28833
2896,37625
2897,28295
2898,38297
2899,43467
2900,47798
2902,27937
2903,30988
2904,30903
2907,28436
2908,40463
2909,36843
2910,42084
2911,35943
2913,34324
2914,40500
2915,30772
2916,50623
2917,46323
2919,31010
2920,49852
2921,46506
2922,50429
2923,28624
2924,36756
2926,38534
2927,39296
2928,38392
2929,43515
2931,35902
2932,36459
2933,50744
2934,35153
2935,39116
2936,34285
2937,29013
2941,49824
2943,29304
2944,36313
2945,44345
2946,31297
2947,30410
2948,36826
2949,39191
2950,39790
2951,46392
2952,30545
2954,31800
2955,35334
2956,39331
2957,40615
2958,31593
2960,38570
2961,34116
2962,42434
2964,28544
2965,41924
2966,47647
2967,43735
2968,48337
2969,38550
2970,38475
2971,40945
2972,29391
2973,33903
2974,39214
2975,46998
2976,40737
2977,48922
2978,49883
2979,46356
2981,35866
2982,48305
2985,38549
2986,37177
2987,47188
2988,33672
2989,30056
2990,45424
2991,31377
2992,35115
2993,33721
